COG3251,COG0714,COG3483,COG0369,COG4257,COG2154,COG0753,COG1304,COG2072,COG1274,COG2224,COG4301,COG1977,COG2057,COG2124,COG0122,COG1250,COG4770,COG2606,COG2220,COG1884,COG1788,COG2986,COG0262,COG1703,COG1764,COG1690,COG0033,COG2352,COG1228,COG0654,COG1611,COG0405,COG1653,COG0737,COG1022,COG0204,COG0677,COG1418,COG3279,COG0692,COG0168,COG0578,COG2267,COG0022,COG0789,COG1064,COG1560,COG1071,COG0247,COG1186,COG2183,COG1175,COG1670,COG1733,COG0334,COG1024,COG1291,COG1298,COG1301,COG2171,COG0402,COG1196,COG1335,COG1558,COG0109,COG0477,COG1234,COG0208,COG0406,COG1048,COG1536,COG2096,COG1055,COG4786,COG1522,COG0395,COG0288,COG0604,COG1868,COG0178,COG0276,COG0584,COG0822,COG0230,COG0479,COG1960,COG0554,COG0626,COG0846,COG4799,COG0029,COG0183,COG0777,COG0596,COG0175,COG0235,COG0559,COG0326,COG0843,COG2084,COG2022,COG0260,COG0243,COG0356,COG0366,COG0410,COG4948,COG0404,COG0598,COG1344,COG0190,COG0784,COG0031,COG1968,COG2197,COG0274,COG0001,COG0318,COG2166,COG1592,COG1815,COG0114,COG0265,COG0364,COG0509,COG0448,COG1502,COG3839,COG0665,COG0859,COG0663,COG1167,COG0053,COG0299,COG1171,COG0365,COG0451,COG0612,COG1328,COG0222,COG1249,COG0258,COG0421,COG0426,COG0455,COG1028,COG1979,COG0443,COG1766,COG1225,COG0611,COG1127,COG0379,COG1063,COG0073,COG0097,COG0642,COG0649,COG0005,COG0476,COG0623,COG0767,COG1008,COG1129,COG0279,COG0302,COG0713,COG0858,COG1236,COG0181,COG1189,COG0148,COG0646,COG1004,COG1636,COG0176,COG1490,COG0706,COG1516,COG0157,COG1192,COG0035,COG0304,COG1595,COG0473,COG1043,COG1151,COG1785,COG0491,COG0667
0.011718750000000002,0.0009765625,0.011718750000000002,0.011718750000000002,0.03125,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.011718750000000002,0.0009765625,0.011718750000000002,0.0009765625,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.011718750000000002,0.011718750000000002,0.0009765625,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.011718750000000002,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
