COG1764,COG2057,COG0692,COG2220,COG1788,COG2076,COG1611,COG1960,COG2267,COG2183,COG1024,COG2986,COG1048,COG2096,COG1064,COG0404,COG0654,COG0607,COG1670,COG1250,COG0073,COG0031,COG1741,COG1228,COG1522,COG0479,COG0451,COG0789,COG0663,COG0208,COG1733,COG0183,COG0475,COG1301,COG2171,COG0168,COG0578,COG0259,COG0665,COG1393,COG0598,COG1610,COG2197,COG0760,COG0316,COG1186,COG0318,COG0262,COG1230,COG1592,COG0288,COG1902,COG0207,COG0626,COG4799,COG0365,COG1328,COG1127,COG4948,COG0783,COG0677,COG0596,COG0508,COG0097,COG0178,COG0276,COG0584,COG0649,COG1225,COG1008,COG0843,COG1135,COG0119,COG0192,COG1595,COG0713,COG1508,COG0628,COG0109,COG0366,COG0407,COG1071,COG1663,COG0157,COG0074,COG0784,COG1013,COG0767,COG1883,COG0042,COG0782,COG0612,COG0426,COG0841,COG1502,COG3839,COG0667,COG0405,COG0604,COG0266,COG0608,COG0274,COG0001,COG0517,COG4577,COG0242,COG0372,COG0304,COG0853,COG0084,COG1171,COG4658,COG0379,COG4656,COG0175,COG0114,COG0445,COG0204,COG0222,COG2025,COG1012,COG1088,COG1004,COG1168,COG1209,COG1636,COG1192,COG0083,COG0642,COG0526,COG1951,COG4660,COG0080,COG0509,COG4775,COG0583,COG1092,COG0350,COG1028,COG0664,COG0622,COG3643,COG0491,COG0450,COG1518,COG0115,COG0473,COG0708,COG1151,COG0251,COG0375,COG1351,COG0302,COG0396,COG0108,COG0424,COG1343,COG0716,COG1180,COG1469,COG1699,COG2033,COG1014,COG1167,COG1196,COG1212,COG1959,COG0193,COG1063,COG1905,COG0443,COG1766,COG1259,COG0513,COG3383,COG0284,COG0390,COG0773,COG2206,COG0439,COG0072,COG0494,COG1348,COG4869,COG0766,COG2048,COG2710,COG0029,COG0777,COG1009,COG0248,COG0624
0.00022125244140625,0.016900539398193356,2.09808349609375e-05,0.0071973800659179705,0.016900539398193356,0.002576828002929687,0.0071973800659179705,1.9073486328125e-06,0.004343509674072266,2.09808349609375e-05,2.09808349609375e-05,0.0004882812500000001,1.9073486328125e-06,4.0054321289062486e-05,0.011817932128906248,1.9073486328125e-06,0.0071973800659179705,0.004343509674072266,0.004343509674072266,0.0025994777679443364,1.0967254638671872e-05,1.9073486328125e-06,0.016900539398193356,0.0071973800659179705,0.0008554458618164059,9.5367431640625e-07,9.5367431640625e-07,0.0014896392822265632,6.604194641113283e-05,0.00040245056152343766,0.004343509674072266,4.0054321289062486e-05,0.004343509674072266,0.016900539398193356,0.0106220245361328,0.026603698730468757,0.026603698730468757,0.0014896392822265632,0.0025994777679443364,0.016900539398193356,2.09808349609375e-05,1.0967254638671872e-05,2.09808349609375e-05,0.016900539398193356,0.0008554458618164059,2.09808349609375e-05,4.0054321289062486e-05,0.034689664840698235,0.0071973800659179705,0.00014495849609375,0.026603698730468757,0.004343509674072266,0.016900539398193356,0.00040245056152343766,0.00040245056152343766,4.0054321289062486e-05,0.000274658203125,0.0014896392822265632,0.0071973800659179705,0.026603698730468757,0.016900539398193356,0.00040245056152343766,0.00040245056152343766,0.004425048828125003,0.00022125244140625,0.0014896392822265632,0.0014896392822265632,0.00022125244140625,7.62939453125e-05,0.00012111663818359382,0.026603698730468757,0.026603698730468757,9.5367431640625e-07,0.016900539398193356,2.09808349609375e-05,0.00022125244140625,0.0014896392822265632,0.0008554458618164059,0.034689664840698235,0.0071973800659179705,0.04138946533203125,0.016900539398193356,0.034689664840698235,4.0054321289062486e-05,0.00040245056152343766,0.0014896392822265632,0.0008554458618164059,0.0071973800659179705,3.0517578125e-05,1.9073486328125e-06,1.9073486328125e-06,2.09808349609375e-05,0.0013122558593750002,0.0014896392822265632,0.00022125244140625,0.0071973800659179705,1.9073486328125e-06,0.026603698730468757,0.0071973800659179705,0.0014896392822265632,0.0014896392822265632,0.0014896392822265632,0.002576828002929687,3.814697265625e-06,6.103515625e-05,7.62939453125e-06,0.002576828002929687,2.09808349609375e-05,0.016900539398193356,0.016900539398193356,0.016900539398193356,0.000274658203125,0.016900539398193356,0.000274658203125,0.016900539398193356,0.016900539398193356,0.034689664840698235,0.016900539398193356,0.0014896392822265632,0.004343509674072266,3.814697265625e-06,7.62939453125e-06,0.00022125244140625,0.0071973800659179705,0.004343509674072266,0.00040245056152343766,0.00022125244140625,0.026603698730468757,0.004343509674072266,2.09808349609375e-05,0.000274658203125,0.000274658203125,4.0054321289062486e-05,0.016900539398193356,0.034689664840698235,0.0071973800659179705,0.026603698730468757,0.0007286071777343753,0.0014896392822265632,0.011817932128906248,0.000244140625,6.103515625e-05,0.00040245056152343766,0.0071973800659179705,0.0071973800659179705,6.103515625e-05,0.00022125244140625,0.00012111663818359382,0.002349853515625,0.00040245056152343766,0.00022125244140625,0.00040245056152343766,0.026603698730468757,0.002576828002929687,0.00014495849609375,4.0054321289062486e-05,0.00014495849609375,0.000274658203125,0.000518798828125,0.00014495849609375,4.0054321289062486e-05,0.00014495849609375,0.00014495849609375,0.026603698730468757,0.0071973800659179705,0.034689664840698235,0.011817932128906248,0.04138946533203125,0.0071973800659179705,0.026603698730468757,0.00040245056152343766,0.002576828002929687,0.0025994777679443364,0.019210815429687503,0.0308837890625,0.00040245056152343766,0.0013122558593750002,1.0967254638671872e-05,0.00040245056152343766,0.00022125244140625,0.0007286071777343753,0.002349853515625,6.103515625e-05,6.103515625e-05,1.52587890625e-05,0.0001220703125,0.0001220703125,0.016900539398193356,0.016900539398193356,0.026603698730468757,0.0014896392822265632,0.0071973800659179705
