COG1764,COG0316,COG1393,COG1522,COG0377,COG0207,COG0073,COG1960,COG1009,COG2025,COG0692,COG2081,COG1214,COG1902,COG0404,COG1610,COG0031,COG1518,COG0475,COG2183,COG1024,COG1970,COG0663,COG1048,COG2096,COG2262,COG0451,COG0337,COG0776,COG1053,COG1362,COG0045,COG0805,COG0276,COG1005,COG1573,COG0479,COG1508,COG1190,COG0714,COG0280,COG1797,COG0473
0.0390625,0.001953125,0.0390625,0.0390625,0.0390625,0.0390625,0.001953125,0.00390625,0.00390625,0.00390625,0.0390625,0.021484375,0.0390625,0.0390625,0.00390625,0.00390625,0.00390625,0.00390625,0.0390625,0.0390625,0.0390625,0.0390625,0.021484375,0.0390625,0.0390625,0.0390625,0.00390625,0.00390625,0.00390625,0.001953125,0.001953125,0.0390625,0.0390625,0.0390625,0.0390625,0.021484375,0.0390625,0.021484375,0.001953125,0.001953125,0.00390625,0.00390625,0.00390625
