COG0201,COG0621,COG3331,COG3808,COG0574,COG0745,COG1098,COG3611,COG1013,COG0721,COG1838,COG0426,COG0208,COG3958,COG3959,COG3494,COG1528,COG4804,COG2033,COG1044,COG1773,COG2518,COG1704,COG0288,COG0266,COG1014,COG1362,COG1804,COG1592,COG0048,COG0613,COG0683,COG0543,COG1721,COG0006,COG0835,COG1884,COG0720,COG0039,COG1696,COG3387,COG1951,COG2838,COG1699,COG1543,COG0455,COG1006,COG2818,COG0335,COG1703,COG0326,COG0386,COG2152,COG1144,COG1228,COG1691,COG2089,COG1606,COG3119,COG1858,COG3383,COG3263,COG0651,COG4301,COG0557,COG1636,COG1793,COG0279,COG2110,COG1402,COG3486,COG1778,COG1501,COG0264,COG2730,COG1741,COG0644,COG0709,COG1788,COG1619,COG1262,COG2165,COG0228,COG1250,COG1560,COG0010,COG0220,COG0322,COG2175,COG3875,COG1541,COG1921,COG4771
0.001953125,0.012939453124999998,0.021484375,3.032386302947998e-06,0.01254095137119293,0.0390625,0.0390625,0.0390625,4.1723251342773453e-07,0.02411954477429389,0.0023157000541687,8.046627044677738e-07,0.0001799911260604857,5.6475400924682626e-06,5.6475400924682626e-06,5.6475400924682626e-06,1.9073486328125e-06,2.9802322387695312e-08,5.960464477539063e-08,0.035698138177394874,1.943111419677734e-05,0.0009122341871261591,0.035698138177394874,0.02895927429199217,2.7440488338470466e-05,1.1920928955078125e-07,5.6475400924682626e-06,1.0967254638671872e-05,8.797645568847655e-05,0.0037191659212112414,0.0014309063553810126,0.009355306625366223,0.035698138177394874,2.384185791015625e-07,2.09808349609375e-05,0.0023157000541687,0.0037191659212112414,0.0037191659212112414,0.02411954477429389,1.943111419677734e-05,1.943111419677734e-05,8.046627044677738e-07,5.722045898437502e-06,2.9802322387695312e-06,2.7440488338470466e-05,1.5236437320709232e-05,8.797645568847655e-05,0.005924612283706666,8.797645568847655e-05,0.01254095137119293,0.04277394525706768,9.5367431640625e-07,3.814697265625e-06,4.76837158203125e-07,0.035698138177394874,1.049041748046875e-05,5.6475400924682626e-06,1.049041748046875e-05,1.049041748046875e-05,0.00012111663818359382,0.00031074881553649897,2.9802322387695312e-06,0.005924612283706666,4.923343658447265e-05,0.00015652179718017584,0.0004882812500000001,0.00027716159820556657,0.0037191659212112414,0.008130058646202087,3.0517578125e-05,3.814697265625e-06,0.04277394525706768,1.049041748046875e-05,0.0001799911260604857,2.9802322387695312e-06,0.0009122341871261591,0.002493917942047119,0.0009122341871261591,0.0009122341871261591,0.0009122341871261591,8.797645568847655e-05,8.797645568847655e-05,0.0023157000541687,0.01254095137119293,0.02411954477429389,0.008130058646202087,0.01254095137119293,1.52587890625e-05,0.0001220703125,3.0517578125e-05,0.0015438795089721682,0.0001799911260604857,1.943111419677734e-05
